code,t_ps,n,concentration,bin_width_ps,dnl_lsb
237,2158.63,873,1.000,1.316,-0.922
238,2141.62,21694,1.000,32.702,0.947
239,2120.27,6635,1.000,10.002,-0.405
240,2104.94,13709,1.000,20.665,0.230
241,2091.76,3776,1.000,5.692,-0.661
242,2075.11,18308,1.000,27.598,0.643
243,2059.54,2359,1.000,3.556,-0.788
244,2034.29,31132,1.000,46.928,1.794
245,2008.91,2542,1.000,3.832,-0.772
246,1991.20,20963,1.000,31.600,0.881
247,1972.27,4148,1.000,6.253,-0.628
248,1963.70,7225,1.000,10.891,-0.352
249,1955.76,3316,1.000,4.999,-0.702
250,1936.42,22334,1.000,33.666,1.004
251,1916.40,4234,1.000,6.382,-0.620
252,1888.13,33270,1.000,50.151,1.986
253,1859.20,5118,1.000,7.715,-0.541
254,1840.24,20040,1.000,30.208,0.798
255,1822.83,3053,1.000,4.602,-0.726
256,1814.70,7738,1.000,11.664,-0.306
257,1800.96,10486,1.000,15.807,-0.059
258,1784.63,11180,1.000,16.853,0.003
259,1770.55,7508,1.000,11.318,-0.326
260,1757.13,10292,1.000,15.514,-0.076
261,1744.85,6012,1.000,9.063,-0.460
262,1731.64,11512,1.000,17.353,0.033
263,1719.81,4185,1.000,6.308,-0.624
264,1691.59,33252,1.000,50.124,1.984
265,1666.29,317,1.000,0.478,-0.972
266,1648.98,22655,1.000,34.150,1.033
267,1630.89,1337,1.000,2.015,-0.880
268,1602.96,35724,1.000,53.850,2.206
269,1575.43,806,1.000,1.215,-0.928
270,1562.18,16764,1.000,25.270,0.504
271,1549.19,481,1.000,0.725,-0.957
272,1548.82,0,1.000,0.000,-1.000
273,1548.55,359,1.000,0.541,-0.968
274,1547.67,809,1.000,1.219,-0.927
275,1545.37,2245,1.000,3.384,-0.799
276,1543.67,9,1.000,0.014,-0.999
277,1543.66,5,1.000,0.008,-1.000
278,1542.56,1456,1.000,2.195,-0.869
279,1537.36,5450,1.000,8.215,-0.511
280,1522.94,13674,1.000,20.612,0.227
281,1509.77,3797,1.000,5.724,-0.659
282,1488.12,24939,1.000,37.593,1.238
283,1469.07,333,1.000,0.502,-0.970
284,1460.70,10771,1.000,16.236,-0.033
285,1449.67,3863,1.000,5.823,-0.653
286,1432.25,19246,1.000,29.011,0.727
287,1415.94,2403,1.000,3.622,-0.784
288,1395.83,24272,1.000,36.588,1.178
289,1374.00,4687,1.000,7.065,-0.579
290,1357.12,17715,1.000,26.704,0.590
291,1341.25,3339,1.000,5.033,-0.700
292,1319.00,26181,1.000,39.465,1.350
293,1293.84,7201,1.000,10.855,-0.354
294,1274.80,18069,1.000,27.237,0.622
295,1258.37,3723,1.000,5.612,-0.666
296,1250.30,6980,1.000,10.522,-0.374
297,1244.48,742,1.000,1.118,-0.933
298,1228.11,20985,1.000,31.633,0.883
299,1208.24,5380,1.000,8.110,-0.517
