code,t_ps,n,concentration,bin_width_ps,dnl_lsb
153,2140.44,4581,1.000,15.26,-0.098
154,2116.23,9554,1.000,32.89,0.943
155,2103.77,334,1.000,1.16,-0.931
156,2079.85,10444,1.000,36.43,1.152
157,2053.57,4861,1.000,16.95,0.002
158,2027.79,9333,1.000,32.55,0.923
159,2017.81,802,1.000,2.80,-0.835
160,1993.76,8305,1.000,28.97,0.711
161,1978.56,2592,1.000,9.04,-0.466
162,1951.85,10994,1.000,38.34,1.265
163,1928.57,1741,1.000,6.07,-0.641
164,1911.93,8741,1.000,30.49,0.801
165,1892.86,349,1.000,1.22,-0.928
166,1881.95,8379,1.000,29.22,0.726
168,1857.14,3284,1.000,11.45,-0.323
169,1857.14,551,1.000,1.92,-0.886
170,1833.35,11516,1.000,40.16,1.373
171,1803.96,460,1.000,1.60,-0.905
172,1795.50,8521,1.000,29.72,0.756
173,1785.71,313,1.000,1.09,-0.936
174,1761.48,10937,1.000,38.15,1.254
175,1750.00,109,1.000,0.38,-0.978
176,1714.58,15525,1.000,54.15,2.199
177,1678.61,5033,1.000,17.55,0.037
178,1649.34,11383,1.000,39.70,1.345
179,1625.42,2527,1.000,8.81,-0.479
180,1610.75,6765,1.000,23.59,0.394
181,1589.81,959,1.000,3.34,-0.802
182,1579.22,9188,1.000,32.05,0.893
183,1553.60,669,1.000,2.33,-0.862
184,1544.03,9496,1.000,33.12,0.957
185,1520.67,279,1.000,0.97,-0.943
186,1508.72,10005,1.000,34.89,1.061
188,1482.14,2654,1.000,9.26,-0.453
189,1481.29,2473,1.000,8.63,-0.490
190,1454.69,10566,1.000,36.85,1.177
191,1428.57,3751,1.000,13.08,-0.227
192,1420.21,1948,1.000,6.79,-0.599
193,1410.71,3111,1.000,10.85,-0.359
194,1386.73,11130,1.000,38.82,1.293
195,1375.00,145,1.000,0.51,-0.970
196,1348.59,10058,1.000,35.08,1.072
197,1337.82,220,1.000,0.77,-0.955
198,1312.56,10277,1.000,35.84,1.118
199,1285.74,622,1.000,2.17,-0.872
200,1285.71,412,1.000,1.44,-0.915
201,1285.71,3467,1.000,12.09,-0.286
202,1265.78,7167,1.000,25.00,0.477
203,1250.00,2392,1.000,8.34,-0.507
204,1222.96,12939,1.000,45.13,1.666
205,1196.43,1169,1.000,4.08,-0.759
206,1184.46,7668,1.000,26.74,0.580
207,1160.78,855,1.000,2.98,-0.824
208,1160.71,4130,1.000,14.40,-0.149
209,1158.70,115,1.000,0.40,-0.976
210,1133.09,10602,1.000,36.98,1.184
211,1107.14,2066,1.000,7.21,-0.574
212,1079.80,15977,1.000,55.72,2.292
213,1053.57,1447,1.000,5.05,-0.702
214,1031.14,8604,1.000,30.01,0.773
215,1017.83,1612,1.000,5.62,-0.668
216,1002.09,5673,1.000,19.79,0.169
217,1000.00,110,1.000,0.38,-0.977
218,974.87,8639,1.000,30.13,0.780
219,963.72,1516,1.000,5.29,-0.688
220,946.64,5261,1.000,18.36,0.084
221,928.90,755,1.000,2.70,-0.840
222,916.29,10043,1.000,54.19,2.202
223,892.80,3365,1.000,11.86,-0.299
224,877.18,5820,1.000,20.33,0.201
226,855.58,5587,1.000,19.49,0.151
227,839.53,1653,1.000,5.77,-0.659
228,824.57,9457,1.000,32.98,0.949
229,803.57,3558,1.000,12.41,-0.267
230,786.19,5425,1.000,18.92,0.118
231,767.86,3204,1.000,11.17,-0.340
232,749.58,9006,1.000,31.41,0.856
233,732.09,1322,1.000,4.61,-0.728
234,708.74,12190,1.000,42.52,1.512
235,678.94,766,1.000,2.67,-0.842
236,678.39,4154,1.000,14.49,-0.144
237,666.25,71,1.000,0.25,-0.985
238,645.74,13101,1.000,45.69,1.699
239,625.14,2180,1.000,7.60,-0.551
240,607.20,2047,1.000,7.14,-0.578
241,606.97,2520,1.000,8.79,-0.481
242,583.39,9351,1.000,32.61,0.927
243,571.41,1217,1.000,4.24,-0.749
244,544.65,10697,1.000,37.31,1.204
245,517.89,968,1.000,3.38,-0.801
246,507.75,9046,1.000,31.55,0.864
247,482.14,22,1.000,0.08,-0.995
248,464.40,15213,1.000,53.06,2.135
249,435.47,326,1.000,1.14,-0.933
250,419.43,10019,1.000,34.94,1.064
251,393.49,1460,1.000,5.09,-0.699
252,374.45,12866,1.000,44.87,1.651
253,348.34,2070,1.000,7.22,-0.573
254,334.62,5573,1.000,19.44,0.148
255,321.21,3688,1.000,12.86,-0.240
256,304.39,152,1.000,0.53,-0.969
257,303.69,299,1.000,1.04,-0.938
258,303.51,4640,1.000,16.18,-0.044
259,285.76,3040,1.000,10.60,-0.374
260,278.33,3534,1.000,12.33,-0.272
261,267.80,3300,1.000,11.51,-0.320
262,251.22,5396,1.000,18.82,0.112
263,249.78,83,1.000,0.29,-0.983
264,214.49,15185,1.000,52.96,2.129
265,196.20,78,1.000,0.27,-0.984
266,171.27,8986,1.000,31.34,0.852
267,160.71,825,1.000,2.88,-0.830
268,138.71,7998,1.000,27.89,0.648
269,125.53,374,1.000,1.30,-0.923
270,105.82,10716,1.000,37.37,1.208
271,87.41,2098,1.000,7.32,-0.568
272,71.49,4938,1.000,17.28,0.021
273,60.06,33,1.000,0.12,-0.993
279,53.57,1,1.000,0.00,-1.000
280,43.13,10017,1.000,36.80,1.174
281,17.92,2393,1.000,8.35,-0.507
282,2.46,6397,1.000,36.36,1.148
283,4982.14,127,1.000,0.89,-0.948
284,4967.56,5084,1.000,21.10,0.247
285,4957.85,1487,1.000,5.19,-0.694
286,4937.48,9435,1.000,32.93,0.945
287,4928.57,267,1.000,0.93,-0.945
288,4928.57,40,1.000,0.14,-0.992
