code,t_ps,n,concentration,bin_width_ps,dnl_lsb
229,2557.71,678,1.000,1.022,-0.939
230,2541.87,20351,1.000,30.677,0.840
231,2525.37,1534,1.000,2.312,-0.861
232,2510.44,18269,1.000,27.539,0.652
233,2494.30,3153,1.000,4.753,-0.715
234,2477.55,19070,1.000,28.746,0.725
235,2462.05,1492,1.000,2.249,-0.865
236,2452.76,10834,1.000,16.331,-0.020
237,2442.17,3215,1.000,4.846,-0.709
238,2423.23,21922,1.000,33.045,0.983
239,2406.18,699,1.000,1.054,-0.937
240,2388.21,23147,1.000,34.892,1.093
241,2368.50,2992,1.000,4.510,-0.729
242,2347.92,24315,1.000,36.652,1.199
243,2328.04,2068,1.000,3.117,-0.813
244,2315.19,14976,1.000,22.575,0.354
245,2298.03,7797,1.000,11.753,-0.295
246,2278.53,18073,1.000,27.243,0.634
247,2263.78,1501,1.000,2.263,-0.864
248,2230.05,43245,1.000,65.188,2.911
249,2195.77,2239,1.000,3.375,-0.798
250,2177.26,22320,1.000,33.645,1.019
251,2159.27,1554,1.000,2.343,-0.859
252,2144.04,18642,1.000,28.101,0.686
253,2129.36,836,1.000,1.260,-0.924
254,2111.65,22662,1.000,34.161,1.049
255,2093.57,1337,1.000,2.015,-0.879
256,2081.16,15119,1.000,22.790,0.367
257,2063.79,7927,1.000,11.949,-0.283
258,2048.34,12574,1.000,18.954,0.137
259,2034.29,6062,1.000,9.138,-0.452
260,2028.69,1377,1.000,2.076,-0.875
261,2024.22,4546,1.000,6.853,-0.589
262,2007.21,18031,1.000,27.180,0.631
263,1991.25,3140,1.000,4.733,-0.716
264,1974.20,19485,1.000,29.372,0.762
265,1952.99,8658,1.000,13.051,-0.217
266,1930.99,20532,1.000,30.950,0.857
267,1913.98,2026,1.000,3.054,-0.817
268,1904.81,10146,1.000,15.294,-0.082
269,1894.67,3312,1.000,4.993,-0.700
270,1879.99,16163,1.000,24.364,0.462
271,1861.51,8350,1.000,12.587,-0.245
272,1842.35,17075,1.000,25.739,0.544
273,1829.12,473,1.000,0.713,-0.957
274,1814.17,19363,1.000,29.188,0.751
275,1796.14,4571,1.000,6.890,-0.587
