code,t_ps,n,concentration,bin_width_ps,dnl_lsb
194,2559.66,16254,1.000,27.198,0.621
195,2542.15,4670,1.000,7.814,-0.534
196,2526.99,13451,1.000,22.508,0.341
197,2512.80,3510,1.000,5.873,-0.650
198,2493.36,19724,1.000,33.004,0.967
199,2476.32,648,1.000,1.084,-0.935
200,2466.17,11485,1.000,19.218,0.145
201,2455.82,878,1.000,1.469,-0.912
202,2438.47,19865,1.000,33.240,0.981
203,2419.00,3400,1.000,5.689,-0.661
204,2392.56,28200,1.000,47.187,1.812
205,2368.06,1089,1.000,1.822,-0.891
206,2353.31,16544,1.000,27.683,0.650
207,2335.23,5062,1.000,8.470,-0.495
208,2323.18,9345,1.000,15.637,-0.068
209,2313.75,1918,1.000,3.209,-0.809
210,2294.41,21204,1.000,35.481,1.115
211,2276.25,494,1.000,0.827,-0.951
212,2262.39,16075,1.000,26.899,0.603
213,2246.91,2428,1.000,4.063,-0.758
214,2228.80,19214,1.000,32.151,0.916
215,2206.56,7372,1.000,12.336,-0.265
216,2174.89,30484,1.000,51.009,2.040
217,2144.71,5589,1.000,9.352,-0.443
218,2125.29,17619,1.000,29.482,0.757
219,2107.16,4055,1.000,6.785,-0.596
220,2087.76,19125,1.000,32.002,0.907
221,2071.13,760,1.000,1.272,-0.924
222,2065.75,5662,1.000,9.474,-0.435
223,2057.25,4501,1.000,7.532,-0.551
224,2043.78,11603,1.000,19.415,0.157
225,2033.78,347,1.000,0.581,-0.965
226,2032.59,1073,1.000,1.795,-0.893
227,2023.46,9843,1.000,16.470,-0.018
228,1994.93,24250,1.000,40.578,1.418
229,1974.10,646,1.000,1.081,-0.936
230,1958.40,18124,1.000,30.327,0.807
231,1942.09,1371,1.000,2.294,-0.863
232,1926.97,16699,1.000,27.943,0.665
233,1910.69,2762,1.000,4.622,-0.725
234,1893.95,17247,1.000,28.860,0.720
235,1878.30,1455,1.000,2.435,-0.855
236,1868.56,10183,1.000,17.039,0.016
237,1857.74,2753,1.000,4.607,-0.725
238,1838.85,19819,1.000,33.163,0.977
239,1821.68,706,1.000,1.181,-0.930
240,1804.54,19783,1.000,33.103,0.973
241,1785.78,2635,1.000,4.409,-0.737
242,1765.32,21829,1.000,36.527,1.177
243,1745.32,2073,1.000,3.469,-0.793
244,1714.63,34604,1.000,57.903,2.451
245,1679.80,7031,1.000,11.765,-0.299
246,1661.45,14899,1.000,24.931,0.486
247,1648.27,858,1.000,1.436,-0.914
248,1646.67,1050,1.000,1.757,-0.895
249,1645.34,545,1.000,0.912,-0.946
250,1628.26,19870,1.000,33.249,0.982
251,1610.45,1407,1.000,2.354,-0.860
252,1577.99,37394,1.000,62.572,2.729
253,1546.14,670,1.000,1.121,-0.933
254,1533.37,14599,1.000,24.429,0.456
255,1516.10,6047,1.000,10.119,-0.397
256,1510.33,850,1.000,1.422,-0.915
257,1509.10,615,1.000,1.029,-0.939
258,1499.68,10644,1.000,17.811,0.062
259,1485.20,6661,1.000,11.146,-0.336
260,1462.90,19990,1.000,33.450,0.994
261,1441.47,5624,1.000,9.411,-0.439
262,1423.23,16178,1.000,27.071,0.613
263,1407.35,2800,1.000,4.685,-0.721
264,1390.45,17406,1.000,29.126,0.736
265,1369.27,7905,1.000,13.228,-0.212
266,1347.07,18637,1.000,31.186,0.859
267,1330.13,1602,1.000,2.681,-0.840
268,1321.05,9260,1.000,15.495,-0.077
269,1310.92,2840,1.000,4.752,-0.717
270,1296.28,14658,1.000,24.527,0.462
271,1277.95,7257,1.000,12.143,-0.276
272,1259.05,15328,1.000,25.649,0.529
273,1245.80,515,1.000,0.862,-0.949
274,1230.97,17210,1.000,28.798,0.716
275,1212.91,4366,1.000,7.306,-0.565
276,1198.57,12773,1.000,21.373,0.274
277,1187.89,0,1.000,0.000,-1.000
278,1185.49,2869,1.000,4.801,-0.714
279,1183.04,52,1.000,0.087,-0.995
280,1181.59,1687,1.000,2.823,-0.832
281,1176.14,4822,1.000,8.069,-0.519
282,1170.91,1438,1.000,2.406,-0.857
283,1169.55,176,1.000,0.295,-0.982
284,1169.34,79,1.000,0.132,-0.992
285,1168.49,941,1.000,1.575,-0.906
286,1153.25,17275,1.000,28.907,0.723
287,1134.41,5238,1.000,8.765,-0.478
288,1108.63,25583,1.000,42.808,1.551
289,1085.76,1748,1.000,2.925,-0.826
290,1067.65,19891,1.000,33.284,0.984
291,1049.69,1582,1.000,2.647,-0.842
292,1035.71,15120,1.000,25.301,0.508
293,1019.10,4733,1.000,7.920,-0.528
294,999.11,19168,1.000,32.074,0.912
295,980.50,3075,1.000,5.145,-0.693
296,967.48,12488,1.000,20.896,0.245
297,955.99,1245,1.000,2.083,-0.876
298,938.31,19879,1.000,33.264,0.983
299,920.28,1681,1.000,2.813,-0.832
300,900.06,22486,1.000,37.626,1.243
301,878.74,2993,1.000,5.008,-0.702
302,860.04,19358,1.000,32.392,0.931
303,842.77,1278,1.000,2.138,-0.873
304,826.80,17808,1.000,29.798,0.776
305,807.62,5128,1.000,8.581,-0.489
306,785.50,21306,1.000,35.652,1.125
307,767.27,477,1.000,0.798,-0.952
308,759.20,9173,1.000,15.349,-0.085
309,747.69,4585,1.000,7.672,-0.543
310,727.49,19557,1.000,32.725,0.950
311,710.58,659,1.000,1.103,-0.934
312,687.30,27167,1.000,45.459,1.709
313,660.51,4845,1.000,8.107,-0.517
314,647.51,10696,1.000,17.898,0.067
315,630.96,9090,1.000,15.210,-0.093
316,617.87,6551,1.000,10.962,-0.347
317,611.23,1384,1.000,2.316,-0.862
318,593.97,19245,1.000,32.203,0.919
319,577.36,613,1.000,1.026,-0.939
320,558.64,21754,1.000,36.401,1.170
321,535.44,5981,1.000,10.008,-0.404
322,516.57,16576,1.000,27.737,0.653
323,502.25,531,1.000,0.889,-0.947
324,482.10,23557,1.000,39.418,1.349
325,457.34,6044,1.000,10.114,-0.397
326,438.25,16773,1.000,28.067,0.673
327,420.54,4388,1.000,7.343,-0.562
328,406.64,12229,1.000,20.463,0.220
329,391.45,5920,1.000,9.906,-0.410
330,374.29,14596,1.000,24.424,0.456
331,360.97,1318,1.000,2.205,-0.869
332,341.25,22251,1.000,37.233,1.219
333,319.72,3484,1.000,5.830,-0.653
334,302.20,17456,1.000,29.209,0.741
335,286.46,1358,1.000,2.272,-0.865
336,272.38,15470,1.000,25.886,0.543
337,258.71,873,1.000,1.461,-0.913
338,240.18,21271,1.000,35.593,1.121
339,221.39,1196,1.000,2.001,-0.881
340,196.26,28836,1.000,48.252,1.876
341,170.93,1436,1.000,2.403,-0.857
342,154.39,18339,1.000,30.687,0.829
343,138.82,267,1.000,0.447,-0.973
344,120.16,22033,1.000,36.868,1.197
345,98.05,4396,1.000,7.356,-0.562
346,81.23,15710,1.000,26.288,0.567
347,63.96,4932,1.000,8.253,-0.508
348,39.43,24383,1.000,40.800,1.432
349,16.81,2661,1.000,4.453,-0.735
350,7.29,8713,1.000,14.580,-0.131
