code,t_ps,n,concentration,bin_width_ps,dnl_lsb
246,482.59,4212,1.000,14.69,-0.138
247,480.18,872,1.000,3.04,-0.822
248,455.93,10363,1.000,36.14,1.120
249,432.91,206,1.000,0.72,-0.958
250,419.39,10079,1.000,35.15,1.062
251,395.46,226,1.000,0.79,-0.954
252,383.76,9951,1.000,34.71,1.035
253,375.00,17,1.000,0.06,-0.997
254,348.92,9611,1.000,33.52,0.966
255,338.66,486,1.000,1.70,-0.901
256,321.16,5572,1.000,19.43,0.140
257,303.58,4390,1.000,15.31,-0.102
258,287.56,4381,1.000,15.28,-0.104
259,283.69,1341,1.000,4.68,-0.726
260,267.90,411,1.000,1.43,-0.916
261,267.86,3128,1.000,10.91,-0.360
262,253.91,6552,1.000,22.85,0.340
263,232.14,19,1.000,0.07,-0.996
264,223.54,9829,1.000,34.28,1.010
265,198.17,4090,1.000,14.26,-0.163
266,181.31,6905,1.000,24.08,0.412
267,160.71,805,1.000,2.81,-0.835
268,157.53,4806,1.000,16.76,-0.017
269,142.61,1928,1.000,6.72,-0.606
270,128.36,8271,1.000,28.85,0.692
271,105.36,4726,1.000,16.48,-0.033
272,80.71,9144,1.000,31.89,0.870
273,71.43,137,1.000,0.48,-0.972
274,51.68,6936,1.000,24.19,0.419
275,35.66,3343,1.000,11.66,-0.316
276,18.66,5839,1.000,37.39,1.193
284,4982.14,2,1.000,0.01,-0.999
285,4982.33,98,1.000,0.75,-0.956
286,4968.75,7898,1.000,36.20,1.123
287,4947.02,3560,1.000,12.42,-0.272
288,4932.03,6335,1.000,22.12,0.297
