code,t_ps,n,concentration,bin_width_ps,dnl_lsb
96,4588.01,66,1.000,0.111,-0.993
97,4584.99,3520,1.000,5.917,-0.648
98,4566.14,18915,1.000,31.797,0.893
99,4547.54,3216,1.000,5.406,-0.678
100,4521.87,27315,1.000,45.918,1.734
101,4497.97,1122,1.000,1.886,-0.888
102,4479.95,20323,1.000,34.164,1.034
103,4462.43,521,1.000,0.876,-0.948
104,4431.85,35858,1.000,60.279,2.589
105,4399.31,2858,1.000,4.804,-0.714
106,4381.85,17910,1.000,30.107,0.792
107,4366.35,529,1.000,0.889,-0.947
108,4365.34,675,1.000,1.135,-0.932
109,4364.78,0,1.000,0.000,-1.000
110,4347.92,20052,1.000,33.708,1.007
111,4330.27,949,1.000,1.595,-0.905
112,4315.91,16135,1.000,27.124,0.615
113,4300.60,2083,1.000,3.502,-0.792
114,4284.27,17346,1.000,29.159,0.736
115,4266.62,3651,1.000,6.137,-0.635
116,4249.70,16477,1.000,27.698,0.649
117,4234.55,1551,1.000,2.607,-0.845
118,4214.45,22362,1.000,37.591,1.238
119,4195.11,647,1.000,1.088,-0.935
120,4169.50,29821,1.000,50.130,1.984
121,4142.84,1896,1.000,3.187,-0.810
122,4124.81,19561,1.000,32.883,0.958
123,4105.43,3493,1.000,5.872,-0.650
124,4101.95,640,1.000,1.076,-0.936
125,4098.17,3860,1.000,6.489,-0.614
126,4080.65,16992,1.000,28.564,0.701
127,4063.48,3429,1.000,5.764,-0.657
128,4043.07,20853,1.000,35.055,1.087
129,4021.23,5136,1.000,8.634,-0.486
130,4004.60,14651,1.000,24.629,0.466
131,3986.48,6902,1.000,11.603,-0.309
132,3962.27,21900,1.000,36.815,1.192
133,3943.13,877,1.000,1.474,-0.912
134,3925.40,20209,1.000,33.972,1.022
135,3905.81,3102,1.000,5.215,-0.690
136,3896.65,7797,1.000,13.107,-0.220
137,3887.24,3397,1.000,5.710,-0.660
138,3867.59,19985,1.000,33.596,1.000
139,3849.87,1096,1.000,1.842,-0.890
140,3826.77,26390,1.000,44.363,1.641
141,3803.00,1884,1.000,3.167,-0.811
142,3783.37,21468,1.000,36.089,1.148
143,3763.09,2663,1.000,4.477,-0.733
144,3747.33,16085,1.000,27.040,0.610
145,3729.35,5310,1.000,8.926,-0.469
146,3713.10,14028,1.000,23.582,0.404
147,3696.59,5606,1.000,9.424,-0.439
148,3672.65,22883,1.000,38.467,1.290
149,3651.68,2069,1.000,3.478,-0.793
150,3632.70,20512,1.000,34.481,1.053
151,3613.86,1898,1.000,3.191,-0.810
152,3610.76,1787,1.000,3.004,-0.821
153,3605.28,4741,1.000,7.970,-0.526
154,3587.85,15993,1.000,26.885,0.601
155,3573.39,1214,1.000,2.041,-0.879
156,3555.12,20521,1.000,34.497,1.054
157,3531.81,7207,1.000,12.115,-0.279
158,3509.80,18982,1.000,31.910,0.900
159,3492.61,1471,1.000,2.473,-0.853
160,3470.77,24515,1.000,41.211,1.453
161,3446.25,4654,1.000,7.824,-0.534
162,3426.00,19437,1.000,32.674,0.945
163,3408.56,1317,1.000,2.214,-0.868
164,3391.96,18430,1.000,30.982,0.844
165,3376.05,497,1.000,0.835,-0.950
166,3361.74,16532,1.000,27.791,0.654
167,3343.03,5723,1.000,9.621,-0.427
168,3330.06,9713,1.000,16.328,-0.028
169,3321.36,631,1.000,1.061,-0.937
170,3303.18,20995,1.000,35.293,1.101
171,3281.87,4365,1.000,7.338,-0.563
172,3264.67,16102,1.000,27.068,0.611
173,3250.83,356,1.000,0.598,-0.964
174,3232.68,21237,1.000,35.700,1.125
175,3214.43,479,1.000,0.805,-0.952
176,3191.25,27103,1.000,45.561,1.712
177,3161.09,8776,1.000,14.753,-0.122
178,3137.36,19460,1.000,32.713,0.948
179,3119.02,2353,1.000,3.955,-0.765
180,3097.58,23157,1.000,38.928,1.317
181,3076.25,2219,1.000,3.730,-0.778
182,3059.18,18090,1.000,30.410,0.810
183,3041.86,2520,1.000,4.236,-0.748
184,3024.79,17793,1.000,29.911,0.781
185,3006.95,3426,1.000,5.759,-0.657
186,2988.61,18397,1.000,30.926,0.841
187,2971.94,1433,1.000,2.409,-0.857
188,2962.20,10161,1.000,17.081,0.017
189,2950.50,3758,1.000,6.317,-0.624
190,2929.59,21110,1.000,35.487,1.113
191,2908.51,3972,1.000,6.677,-0.602
192,2898.61,7812,1.000,13.132,-0.218
193,2889.01,3608,1.000,6.065,-0.639
194,2869.42,19701,1.000,33.118,0.972
195,2851.86,1187,1.000,1.995,-0.881
196,2831.82,22650,1.000,38.076,1.267
197,2811.25,1825,1.000,3.068,-0.817
198,2789.89,23587,1.000,39.651,1.361
199,2767.35,3236,1.000,5.440,-0.676
200,2763.99,754,1.000,1.268,-0.925
201,2759.72,4335,1.000,7.287,-0.566
202,2741.63,17183,1.000,28.885,0.720
203,2725.18,2393,1.000,4.023,-0.761
204,2696.19,32095,1.000,53.953,2.212
205,2668.16,1254,1.000,2.108,-0.875
206,2652.09,17864,1.000,30.030,0.788
207,2634.43,3148,1.000,5.292,-0.685
208,2627.12,5547,1.000,9.325,-0.445
209,2621.19,1508,1.000,2.535,-0.849
210,2604.01,18929,1.000,31.820,0.894
211,2585.83,2708,1.000,4.552,-0.729
212,2559.19,28983,1.000,48.722,1.901
213,2533.06,2105,1.000,3.539,-0.789
214,2515.14,19212,1.000,32.296,0.923
215,2497.18,2164,1.000,3.638,-0.783
216,2486.79,10195,1.000,17.138,0.020
217,2474.27,4701,1.000,7.903,-0.530
218,2455.73,17348,1.000,29.163,0.736
219,2438.88,2705,1.000,4.547,-0.729
220,2428.17,10037,1.000,16.873,0.004
221,2417.55,2593,1.000,4.359,-0.740
