code,t_ps,n,concentration,bin_width_ps,dnl_lsb
90,4992.51,9047,1.000,14.970,-0.111
91,4984.00,1247,1.000,2.063,-0.877
92,4960.49,27163,1.000,44.947,1.670
93,4936.70,1596,1.000,2.641,-0.843
94,4919.72,18921,1.000,31.309,0.860
95,4900.57,4236,1.000,7.009,-0.584
96,4883.72,16126,1.000,26.684,0.585
97,4869.68,846,1.000,1.400,-0.917
98,4850.62,22191,1.000,36.719,1.182
99,4830.84,1709,1.000,2.828,-0.832
100,4825.04,5307,1.000,8.781,-0.478
101,4816.08,5516,1.000,9.127,-0.458
102,4802.18,11289,1.000,18.680,0.110
103,4788.11,5717,1.000,9.460,-0.438
104,4743.29,48457,1.000,80.182,3.764
105,4699.12,4927,1.000,8.153,-0.516
106,4683.83,13558,1.000,22.434,0.333
107,4669.73,3483,1.000,5.763,-0.658
108,4651.61,18424,1.000,30.486,0.811
109,4633.67,3252,1.000,5.381,-0.680
110,4619.40,13994,1.000,23.156,0.376
111,4605.22,3145,1.000,5.204,-0.691
112,4602.01,743,1.000,1.229,-0.927
113,4601.38,16,1.000,0.026,-0.998
114,4586.34,18164,1.000,30.056,0.786
115,4569.05,2728,1.000,4.514,-0.732
116,4544.60,26823,1.000,44.384,1.637
117,4521.94,569,1.000,0.942,-0.944
118,4507.20,17246,1.000,28.537,0.696
119,4484.93,9676,1.000,16.011,-0.049
120,4452.76,29199,1.000,48.316,1.871
121,4427.60,1219,1.000,2.017,-0.880
122,4411.03,18805,1.000,31.117,0.849
123,4395.20,326,1.000,0.539,-0.968
124,4375.54,23443,1.000,38.791,1.305
125,4353.35,3379,1.000,5.591,-0.668
126,4335.14,18632,1.000,30.830,0.832
127,4319.34,458,1.000,0.758,-0.955
128,4318.67,354,1.000,0.586,-0.965
129,4317.98,480,1.000,0.794,-0.953
130,4300.80,20289,1.000,33.572,0.995
131,4282.99,1234,1.000,2.042,-0.879
132,4248.29,40707,1.000,67.358,3.002
133,4211.84,3345,1.000,5.535,-0.671
134,4195.08,16920,1.000,27.998,0.663
135,4178.52,3098,1.000,5.126,-0.695
136,4175.64,374,1.000,0.619,-0.963
137,4175.33,0,1.000,0.000,-1.000
138,4159.00,19736,1.000,32.657,0.940
139,4141.46,1476,1.000,2.442,-0.855
140,4125.50,17810,1.000,29.470,0.751
141,4107.13,4398,1.000,7.277,-0.568
142,4086.45,20597,1.000,34.082,1.025
143,4068.76,774,1.000,1.281,-0.924
144,4060.38,9357,1.000,15.483,-0.080
145,4050.76,2277,1.000,3.768,-0.776
146,4033.37,18735,1.000,31.001,0.842
147,4017.08,963,1.000,1.593,-0.905
148,4000.92,18560,1.000,30.711,0.825
149,3984.90,807,1.000,1.335,-0.921
150,3966.11,21901,1.000,36.240,1.153
151,3944.30,4465,1.000,7.388,-0.561
152,3936.49,4968,1.000,8.221,-0.512
153,3928.95,4149,1.000,6.865,-0.592
154,3910.36,18325,1.000,30.322,0.802
155,3893.62,1907,1.000,3.156,-0.813
156,3876.29,19034,1.000,31.496,0.871
157,3860.25,362,1.000,0.599,-0.964
158,3842.65,20905,1.000,34.592,1.055
