code,t_ps,n,concentration,bin_width_ps,dnl_lsb
52,5000.00,2,1.000,0.003,-1.000
53,4999.87,149,1.000,0.253,-0.985
54,4986.84,15217,1.000,25.804,0.543
55,4971.44,2952,1.000,5.006,-0.701
56,4954.51,17015,1.000,28.853,0.725
57,4939.57,601,1.000,1.019,-0.939
58,4922.87,19096,1.000,32.381,0.936
59,4906.40,331,1.000,0.561,-0.966
60,4885.04,24857,1.000,42.150,1.521
61,4863.64,390,1.000,0.661,-0.960
62,4846.63,19677,1.000,33.367,0.995
63,4827.41,2982,1.000,5.057,-0.698
64,4821.08,4492,1.000,7.617,-0.544
65,4815.03,2635,1.000,4.468,-0.733
66,4795.29,20651,1.000,35.018,1.094
67,4777.44,404,1.000,0.685,-0.959
68,4749.70,32313,1.000,54.794,2.277
69,4719.39,3430,1.000,5.816,-0.652
70,4699.76,19730,1.000,33.456,1.001
71,4682.55,563,1.000,0.955,-0.943
72,4681.17,1062,1.000,1.801,-0.892
73,4677.67,3069,1.000,5.204,-0.689
74,4658.49,19552,1.000,33.155,0.983
75,4639.20,3204,1.000,5.433,-0.675
76,4633.29,3770,1.000,6.393,-0.618
77,4628.55,1817,1.000,3.081,-0.816
78,4609.10,21120,1.000,35.814,1.142
79,4588.72,2922,1.000,4.955,-0.704
80,4579.47,7982,1.000,13.535,-0.191
81,4569.37,3929,1.000,6.662,-0.602
82,4552.04,16510,1.000,27.996,0.674
83,4533.71,5114,1.000,8.672,-0.481
84,4504.29,29588,1.000,50.173,2.000
85,4477.05,2532,1.000,4.294,-0.743
86,4460.14,17420,1.000,29.539,0.766
87,4444.61,894,1.000,1.516,-0.909
88,4430.51,15738,1.000,26.687,0.596
89,4413.27,4597,1.000,7.795,-0.534
90,4396.05,15707,1.000,26.635,0.593
91,4381.69,1236,1.000,2.096,-0.875
92,4358.34,26299,1.000,44.596,1.667
93,4334.46,1871,1.000,3.173,-0.810
94,4317.43,18211,1.000,30.881,0.847
95,4298.65,3935,1.000,6.673,-0.601
96,4281.73,16027,1.000,27.177,0.625
97,4267.50,761,1.000,1.290,-0.923
98,4248.12,22095,1.000,37.467,1.241
99,4228.07,1552,1.000,2.632,-0.843
100,4222.43,5100,1.000,8.648,-0.483
101,4213.40,5548,1.000,9.408,-0.437
102,4199.37,11003,1.000,18.658,0.116
103,4185.45,5412,1.000,9.177,-0.451
104,4157.67,27351,1.000,46.380,1.773
105,4130.29,4942,1.000,8.380,-0.499
106,4115.06,13028,1.000,22.092,0.321
107,4101.18,3336,1.000,5.657,-0.662
108,4082.27,18971,1.000,32.169,0.924
109,4063.60,3048,1.000,5.169,-0.691
110,4046.13,17552,1.000,29.763,0.780
111,4030.59,780,1.000,1.323,-0.921
112,4017.57,14573,1.000,24.712,0.478
113,4002.43,3287,1.000,5.574,-0.667
114,3984.07,18364,1.000,31.140,0.862
115,3966.14,2791,1.000,4.733,-0.717
116,3959.74,4759,1.000,8.070,-0.517
117,3955.11,701,1.000,1.189,-0.929
118,3940.43,16605,1.000,28.157,0.684
119,3918.03,9819,1.000,16.650,-0.004
120,3866.13,51397,1.000,87.155,4.212
121,3821.40,1360,1.000,2.306,-0.862
122,3801.59,21998,1.000,37.302,1.231
123,3782.59,410,1.000,0.695,-0.958
124,3779.21,3579,1.000,6.069,-0.637
125,3773.56,3089,1.000,5.238,-0.687
126,3756.35,17203,1.000,29.171,0.744
127,3741.25,611,1.000,1.036,-0.938
128,3726.45,16844,1.000,28.563,0.708
129,3711.63,629,1.000,1.067,-0.936
130,3695.23,18721,1.000,31.745,0.898
131,3678.35,1188,1.000,2.015,-0.880
132,3643.51,39906,1.000,67.669,3.047
133,3609.44,278,1.000,0.471,-0.972
134,3606.78,2859,1.000,4.848,-0.710
135,3604.35,0,1.000,0.000,-1.000
136,3590.85,15927,1.000,27.008,0.615
137,3577.35,0,1.000,0.000,-1.000
138,3576.84,596,1.000,1.011,-0.940
139,3575.45,1041,1.000,1.765,-0.894
140,3558.22,19281,1.000,32.695,0.955
141,3538.06,4499,1.000,7.629,-0.544
142,3517.18,20127,1.000,34.130,1.041
143,3499.59,616,1.000,1.045,-0.938
144,3473.65,29977,1.000,50.832,2.040
145,3446.28,2315,1.000,3.926,-0.765
146,3428.41,18762,1.000,31.815,0.903
147,3411.87,740,1.000,1.255,-0.925
148,3396.00,17979,1.000,30.487,0.823
149,3379.99,900,1.000,1.526,-0.909
