code,t_ps,n,concentration,bin_width_ps,dnl_lsb
50,5045.94,43,1.000,0.073,-0.996
51,5045.46,523,1.000,0.887,-0.947
52,5035.23,11541,1.000,19.570,0.178
53,5022.27,3738,1.000,6.339,-0.618
54,5001.79,20426,1.000,34.637,1.085
55,4982.85,1912,1.000,3.242,-0.805
56,4973.31,9332,1.000,15.824,-0.047
57,4963.49,2257,1.000,3.827,-0.770
58,4944.95,19606,1.000,33.246,1.001
59,4926.61,2029,1.000,3.441,-0.793
60,4907.96,19960,1.000,33.846,1.038
61,4888.43,3080,1.000,5.223,-0.686
62,4871.55,16825,1.000,28.530,0.718
63,4856.63,774,1.000,1.312,-0.921
64,4839.34,19618,1.000,33.267,1.003
65,4821.66,1231,1.000,2.087,-0.874
66,4803.48,20221,1.000,34.289,1.064
67,4785.29,1224,1.000,2.076,-0.875
68,4769.64,17236,1.000,29.227,0.759
69,4753.17,2195,1.000,3.722,-0.776
70,4734.91,19334,1.000,32.785,0.974
71,4715.30,3799,1.000,6.442,-0.612
72,4697.85,16777,1.000,28.449,0.713
73,4681.01,3088,1.000,5.236,-0.685
74,4665.16,15612,1.000,26.474,0.594
75,4647.33,5410,1.000,9.174,-0.448
76,4632.45,12148,1.000,20.600,0.240
77,4620.49,1953,1.000,3.312,-0.801
78,4603.21,18429,1.000,31.250,0.881
79,4586.93,767,1.000,1.301,-0.922
80,4558.24,33079,1.000,56.093,2.377
81,4528.86,1575,1.000,2.671,-0.839
82,4514.69,15132,1.000,25.660,0.545
83,4499.49,2800,1.000,4.748,-0.714
84,4496.27,997,1.000,1.691,-0.898
85,4495.42,0,1.000,0.000,-1.000
86,4479.48,18800,1.000,31.879,0.919
87,4462.10,1699,1.000,2.881,-0.827
88,4445.91,17396,1.000,29.499,0.776
89,4430.11,1244,1.000,2.109,-0.873
90,4410.65,21704,1.000,36.804,1.216
91,4391.54,836,1.000,1.418,-0.915
92,4370.28,24242,1.000,41.108,1.475
93,4348.99,868,1.000,1.472,-0.911
94,4333.73,17131,1.000,29.049,0.749
95,4312.64,7738,1.000,13.121,-0.210
96,4305.16,1091,1.000,1.850,-0.889
97,4300.03,4961,1.000,8.412,-0.494
98,4280.01,18643,1.000,31.613,0.903
99,4261.55,3128,1.000,5.304,-0.681
100,4236.02,26986,1.000,45.761,1.755
101,4212.18,1131,1.000,1.918,-0.885
102,4194.57,19639,1.000,33.302,1.005
103,4177.46,543,1.000,0.921,-0.945
104,4163.62,15777,1.000,26.753,0.611
105,4147.76,2929,1.000,4.967,-0.701
106,4130.21,17780,1.000,30.150,0.815
107,4111.37,4440,1.000,7.529,-0.547
108,4094.11,15918,1.000,26.992,0.625
109,4079.88,858,1.000,1.455,-0.912
110,4062.53,19614,1.000,33.260,1.002
111,4045.03,1018,1.000,1.726,-0.896
112,4031.09,15424,1.000,26.155,0.575
113,4016.10,2263,1.000,3.837,-0.769
114,3999.54,17258,1.000,29.265,0.762
115,3981.81,3654,1.000,6.196,-0.627
116,3964.67,16571,1.000,28.100,0.692
117,3949.34,1500,1.000,2.544,-0.847
118,3929.55,21845,1.000,37.043,1.230
119,3910.26,906,1.000,1.536,-0.908
120,3884.47,29510,1.000,50.041,2.012
121,3857.82,1930,1.000,3.273,-0.803
122,3839.64,19507,1.000,33.078,0.991
123,3820.20,3427,1.000,5.811,-0.650
124,3816.69,714,1.000,1.211,-0.927
125,3813.04,3583,1.000,6.076,-0.634
126,3795.59,17004,1.000,28.834,0.736
127,3778.45,3206,1.000,5.436,-0.673
128,3741.42,40466,1.000,68.619,3.131
129,3703.06,4778,1.000,8.102,-0.512
130,3686.68,14550,1.000,24.673,0.485
131,3668.58,6789,1.000,11.512,-0.307
132,3661.08,2066,1.000,3.503,-0.789
133,3658.59,870,1.000,1.475,-0.911
134,3641.15,19701,1.000,33.407,1.011
135,3621.77,3155,1.000,5.350,-0.678
136,3612.54,7730,1.000,13.108,-0.211
137,3603.04,3471,1.000,5.886,-0.646
138,3583.43,19655,1.000,33.329,1.006
139,3565.76,1190,1.000,2.018,-0.879
140,3542.65,26063,1.000,44.195,1.661
141,3519.04,1790,1.000,3.035,-0.817
142,3499.39,21386,1.000,36.265,1.183
143,3479.03,2630,1.000,4.460,-0.732
144,3463.09,16166,1.000,27.413,0.650
145,3444.86,5334,1.000,9.045,-0.455
146,3428.44,14039,1.000,23.806,0.433
147,3411.81,5570,1.000,9.445,-0.431
148,3387.77,22784,1.000,38.635,1.326
149,3366.64,2137,1.000,3.624,-0.782
150,3348.08,19757,1.000,33.502,1.017
151,3329.16,2549,1.000,4.322,-0.740
