code,t_ps,n,concentration,bin_width_ps,dnl_lsb
191,2518.85,3887,1.000,6.504,-0.608
192,2508.90,8005,1.000,13.395,-0.194
193,2499.15,3654,1.000,6.114,-0.632
194,2479.51,19820,1.000,33.165,0.997
195,2461.83,1308,1.000,2.189,-0.868
196,2442.10,22280,1.000,37.281,1.244
197,2422.02,1721,1.000,2.880,-0.827
198,2400.94,23472,1.000,39.276,1.364
199,2378.52,3326,1.000,5.565,-0.665
200,2374.90,998,1.000,1.670,-0.899
201,2370.20,4616,1.000,7.724,-0.535
202,2352.21,16895,1.000,28.271,0.702
203,2336.18,2265,1.000,3.790,-0.772
204,2306.85,32786,1.000,54.861,2.303
205,2278.52,1080,1.000,1.807,-0.891
206,2262.50,18061,1.000,30.222,0.819
207,2244.82,3078,1.000,5.150,-0.690
208,2238.24,4784,1.000,8.005,-0.518
209,2232.92,1571,1.000,2.629,-0.842
210,2215.89,18781,1.000,31.427,0.892
211,2198.02,2578,1.000,4.314,-0.740
212,2170.99,29731,1.000,49.749,1.995
213,2144.29,2178,1.000,3.644,-0.781
214,2126.49,19106,1.000,31.970,0.925
215,2108.72,2131,1.000,3.566,-0.785
216,2098.27,10359,1.000,17.334,0.043
217,2085.87,4466,1.000,7.473,-0.550
218,2067.03,18050,1.000,30.203,0.818
219,2049.69,2671,1.000,4.469,-0.731
220,2038.77,10384,1.000,17.376,0.046
221,2027.90,2605,1.000,4.359,-0.738
222,2008.92,20079,1.000,33.598,1.023
223,1988.96,3780,1.000,6.325,-0.619
224,1974.30,13740,1.000,22.991,0.384
225,1960.05,3295,1.000,5.514,-0.668
226,1942.18,18061,1.000,30.222,0.819
227,1925.19,2251,1.000,3.767,-0.773
228,1906.13,20527,1.000,34.348,1.068
229,1884.80,4962,1.000,8.303,-0.500
230,1867.89,15251,1.000,25.520,0.536
231,1850.83,5139,1.000,8.599,-0.482
232,1830.73,18886,1.000,31.602,0.902
233,1813.50,1710,1.000,2.861,-0.828
234,1795.52,19787,1.000,33.110,0.993
235,1777.45,1806,1.000,3.022,-0.818
236,1770.30,6746,1.000,11.288,-0.320
237,1764.13,622,1.000,1.041,-0.937
238,1747.38,19398,1.000,32.459,0.954
239,1725.95,6220,1.000,10.408,-0.373
240,1710.20,12596,1.000,21.077,0.269
241,1696.81,3413,1.000,5.711,-0.656
242,1680.26,16367,1.000,27.387,0.649
243,1664.84,2062,1.000,3.450,-0.792
244,1639.84,27819,1.000,46.550,1.802
245,1614.62,2331,1.000,3.900,-0.765
246,1597.06,18653,1.000,31.212,0.879
247,1578.03,4097,1.000,6.856,-0.587
248,1569.78,5765,1.000,9.647,-0.419
249,1562.30,3165,1.000,5.296,-0.681
250,1543.18,19688,1.000,32.944,0.983
251,1523.39,3976,1.000,6.653,-0.599
252,1494.61,30422,1.000,50.906,2.065
253,1465.51,4356,1.000,7.289,-0.561
254,1446.79,18018,1.000,30.150,0.815
255,1429.62,2509,1.000,4.198,-0.747
256,1421.67,6993,1.000,11.701,-0.296
257,1407.83,9543,1.000,15.968,-0.039
258,1391.36,10143,1.000,16.972,0.022
259,1377.19,6792,1.000,11.365,-0.316
260,1363.72,9304,1.000,15.569,-0.063
261,1351.30,5546,1.000,9.280,-0.441
262,1338.22,10087,1.000,16.879,0.016
263,1326.59,3813,1.000,6.380,-0.616
264,1298.22,30096,1.000,50.360,2.032
265,1272.75,351,1.000,0.587,-0.965
266,1255.31,20490,1.000,34.286,1.064
267,1237.20,1154,1.000,1.931,-0.884
268,1225.41,12943,1.000,21.658,0.304
269,1213.98,713,1.000,1.193,-0.928
270,1196.46,20232,1.000,33.855,1.038
271,1175.55,4759,1.000,7.963,-0.521
272,1163.98,9071,1.000,15.179,-0.086
273,1155.79,717,1.000,1.200,-0.928
274,1155.19,0,1.000,0.000,-1.000
275,1155.06,158,1.000,0.264,-0.984
276,1154.35,689,1.000,1.153,-0.931
277,1152.29,1773,1.000,2.967,-0.821
278,1150.81,0,1.000,0.000,-1.000
279,1150.78,36,1.000,0.060,-0.996
280,1134.41,19522,1.000,32.666,0.967
281,1115.11,3544,1.000,5.930,-0.643
282,1093.75,21989,1.000,36.795,1.215
283,1075.12,280,1.000,0.469,-0.972
284,1066.36,10189,1.000,17.049,0.026
285,1054.94,3459,1.000,5.788,-0.652
286,1037.57,17301,1.000,28.950,0.743
287,1021.16,2312,1.000,3.869,-0.767
288,1001.50,21186,1.000,35.451,1.134
289,980.31,4140,1.000,6.928,-0.583
290,963.40,16083,1.000,26.912,0.620
291,947.58,2823,1.000,4.724,-0.716
292,925.67,23365,1.000,39.097,1.354
293,900.65,6537,1.000,10.938,-0.342
294,881.53,16310,1.000,27.292,0.643
295,865.00,3448,1.000,5.770,-0.653
296,856.54,6666,1.000,11.154,-0.329
297,850.46,608,1.000,1.017,-0.939
298,834.06,18983,1.000,31.765,0.912
299,814.16,4804,1.000,8.039,-0.516
300,779.85,36211,1.000,60.592,2.648
301,749.24,373,1.000,0.624,-0.962
302,731.83,20439,1.000,34.201,1.059
303,714.70,37,1.000,0.062,-0.996
304,713.72,1134,1.000,1.898,-0.886
305,709.82,3518,1.000,5.887,-0.646
306,691.54,18332,1.000,30.675,0.847
307,675.15,1255,1.000,2.100,-0.874
308,658.14,19076,1.000,31.920,0.922
309,640.14,2447,1.000,4.095,-0.754
310,624.30,16488,1.000,27.590,0.661
311,606.27,5056,1.000,8.460,-0.491
312,594.37,9171,1.000,15.346,-0.076
313,579.53,8563,1.000,14.329,-0.137
314,556.93,18452,1.000,30.876,0.859
315,539.86,1948,1.000,3.260,-0.804
316,532.73,6574,1.000,11.000,-0.338
317,525.64,1896,1.000,3.173,-0.809
318,508.21,18939,1.000,31.691,0.908
319,489.47,3463,1.000,5.795,-0.651
320,466.11,24456,1.000,40.923,1.464
321,439.62,7206,1.000,12.058,-0.274
322,419.77,16522,1.000,27.647,0.664
323,403.94,2400,1.000,4.016,-0.758
324,383.94,21503,1.000,35.981,1.166
325,363.49,2936,1.000,4.913,-0.704
326,345.85,18151,1.000,30.372,0.828
327,328.62,2440,1.000,4.083,-0.754
328,315.85,12821,1.000,21.454,0.292
329,304.78,413,1.000,0.691,-0.958
330,287.53,20200,1.000,33.801,1.035
331,268.40,2671,1.000,4.469,-0.731
332,242.59,28176,1.000,47.147,1.838
333,216.92,2510,1.000,4.200,-0.747
334,197.56,20631,1.000,34.522,1.078
335,177.63,3182,1.000,5.324,-0.679
336,169.25,6833,1.000,11.434,-0.312
337,161.40,2549,1.000,4.265,-0.743
338,144.57,17575,1.000,29.409,0.770
339,124.84,6003,1.000,10.045,-0.395
340,115.34,5353,1.000,8.957,-0.461
341,109.76,1320,1.000,2.209,-0.867
342,90.48,21717,1.000,36.339,1.188
343,69.37,3520,1.000,5.890,-0.645
344,47.56,22544,1.000,37.723,1.271
345,27.05,1965,1.000,3.288,-0.802
346,6.49,22615,1.000,37.842,1.278
347,-13.44,1211,1.000,2.026,-0.878
348,-26.03,13837,1.000,23.154,0.394
349,-39.46,2213,1.000,3.703,-0.777
350,-48.67,8791,1.000,14.710,-0.114
