code,t_ps,n,concentration,bin_width_ps,dnl_lsb
193,2304.21,4168,1.000,6.398,-0.617
194,2284.43,21597,1.000,33.151,0.982
195,2266.89,1263,1.000,1.939,-0.884
196,2247.49,24006,1.000,36.849,1.204
197,2227.60,1911,1.000,2.933,-0.825
198,2206.06,26159,1.000,40.154,1.401
199,2183.29,3509,1.000,5.386,-0.678
200,2179.68,1190,1.000,1.827,-0.891
201,2174.94,4986,1.000,7.653,-0.542
202,2156.75,18712,1.000,28.723,0.718
203,2140.61,2326,1.000,3.570,-0.786
204,2111.77,35254,1.000,54.115,2.236
205,2083.75,1251,1.000,1.920,-0.885
206,2067.91,19388,1.000,29.760,0.780
207,2050.42,3403,1.000,5.224,-0.688
208,2043.39,5753,1.000,8.831,-0.472
209,2037.77,1570,1.000,2.410,-0.856
210,2020.50,20927,1.000,32.123,0.921
211,2002.38,2684,1.000,4.120,-0.754
212,1975.94,31766,1.000,48.761,1.916
213,1949.60,2547,1.000,3.910,-0.766
214,1931.25,21368,1.000,32.800,0.961
215,1913.03,2377,1.000,3.649,-0.782
216,1902.64,11149,1.000,17.114,0.023
217,1890.26,4986,1.000,7.653,-0.542
218,1871.65,19258,1.000,29.561,0.768
219,1854.53,3053,1.000,4.686,-0.720
220,1843.53,11285,1.000,17.322,0.036
221,1832.47,3118,1.000,4.786,-0.714
222,1813.46,21659,1.000,33.246,0.988
223,1793.76,4004,1.000,6.146,-0.632
224,1778.48,15907,1.000,24.417,0.460
225,1763.35,3807,1.000,5.844,-0.651
226,1745.43,19543,1.000,29.998,0.794
227,1728.52,2489,1.000,3.821,-0.772
228,1710.20,21380,1.000,32.818,0.963
229,1689.76,5249,1.000,8.057,-0.518
230,1672.97,16628,1.000,25.524,0.526
231,1655.98,5502,1.000,8.446,-0.495
232,1636.39,20031,1.000,30.747,0.839
233,1619.58,1868,1.000,2.867,-0.829
234,1601.28,21982,1.000,33.742,1.018
235,1582.77,2127,1.000,3.265,-0.805
236,1575.22,7714,1.000,11.841,-0.292
237,1568.85,583,1.000,0.895,-0.946
238,1552.16,21162,1.000,32.484,0.943
239,1530.66,6853,1.000,10.519,-0.371
240,1515.13,13376,1.000,20.532,0.228
241,1502.02,3710,1.000,5.695,-0.659
242,1485.35,18007,1.000,27.641,0.653
243,1469.77,2299,1.000,3.529,-0.789
244,1445.20,29707,1.000,45.600,1.727
245,1420.45,2552,1.000,3.917,-0.766
246,1402.83,20395,1.000,31.306,0.872
247,1383.79,4419,1.000,6.783,-0.594
248,1357.84,29391,1.000,45.115,1.698
249,1332.94,3051,1.000,4.683,-0.720
250,1313.70,22015,1.000,33.793,1.021
251,1293.62,4157,1.000,6.381,-0.618
252,1282.50,10329,1.000,15.855,-0.052
253,1270.92,4756,1.000,7.300,-0.563
254,1252.31,19485,1.000,29.909,0.789
255,1235.17,2860,1.000,4.390,-0.737
256,1227.05,7709,1.000,11.833,-0.292
257,1213.33,10171,1.000,15.612,-0.066
258,1196.91,11228,1.000,17.235,0.031
259,1182.85,7085,1.000,10.875,-0.350
260,1169.94,9740,1.000,14.951,-0.106
261,1157.62,6307,1.000,9.681,-0.421
262,1144.32,11026,1.000,16.925,0.012
263,1132.57,4278,1.000,6.567,-0.607
264,1104.38,32456,1.000,49.820,1.979
265,1079.19,368,1.000,0.565,-0.966
266,1061.78,22318,1.000,34.258,1.049
267,1043.73,1190,1.000,1.827,-0.891
268,1031.37,14915,1.000,22.894,0.369
269,1019.38,712,1.000,1.093,-0.935
270,1001.99,21944,1.000,33.684,1.014
271,981.03,5369,1.000,8.241,-0.507
272,969.31,9906,1.000,15.206,-0.091
273,959.15,3327,1.000,5.107,-0.695
274,956.60,0,1.000,0.000,-1.000
275,956.60,0,1.000,0.000,-1.000
276,942.89,17864,1.000,27.421,0.640
277,929.03,189,1.000,0.290,-0.983
278,928.88,1,1.000,0.002,-1.000
279,928.24,843,1.000,1.294,-0.923
280,925.99,2085,1.000,3.200,-0.809
281,921.42,3874,1.000,5.947,-0.644
282,899.85,24227,1.000,37.188,1.224
283,881.03,294,1.000,0.451,-0.973
284,855.75,32647,1.000,50.113,1.997
285,827.77,3807,1.000,5.844,-0.651
286,810.54,18644,1.000,28.618,0.711
287,794.39,2395,1.000,3.676,-0.780
288,774.32,23752,1.000,36.459,1.180
289,752.71,4403,1.000,6.759,-0.596
290,736.15,17172,1.000,26.359,0.576
291,720.60,3099,1.000,4.757,-0.716
292,699.01,25032,1.000,38.424,1.298
293,674.31,7144,1.000,10.966,-0.344
294,663.16,7382,1.000,11.331,-0.322
295,656.82,885,1.000,1.358,-0.919
296,648.95,9371,1.000,14.384,-0.140
297,641.75,0,1.000,0.000,-1.000
298,633.23,11099,1.000,17.037,0.019
299,620.78,5125,1.000,7.867,-0.530
300,604.27,16395,1.000,25.166,0.505
301,591.35,440,1.000,0.675,-0.960
302,574.16,21957,1.000,33.704,1.015
303,553.42,5066,1.000,7.776,-0.535
304,536.59,16855,1.000,25.872,0.547
305,522.17,1934,1.000,2.969,-0.822
306,502.53,23656,1.000,36.312,1.171
307,483.32,1374,1.000,2.109,-0.874
308,449.42,42795,1.000,65.690,2.928
309,414.56,2632,1.000,4.040,-0.758
310,403.24,12113,1.000,18.593,0.112
311,389.01,6430,1.000,9.870,-0.410
312,381.72,3059,1.000,4.696,-0.719
313,379.38,0,1.000,0.000,-1.000
314,364.09,19917,1.000,30.572,0.828
315,347.21,2072,1.000,3.181,-0.810
316,340.22,7034,1.000,10.797,-0.354
317,333.32,1967,1.000,3.019,-0.819
318,315.88,20752,1.000,31.854,0.905
319,297.04,3798,1.000,5.830,-0.651
320,273.40,26994,1.000,41.436,1.478
321,246.59,7941,1.000,12.189,-0.271
322,226.86,17775,1.000,27.285,0.632
323,211.23,2584,1.000,3.966,-0.763
324,174.69,45027,1.000,69.116,3.133
325,137.73,3134,1.000,4.811,-0.712
326,124.20,14493,1.000,22.247,0.330
327,112.82,329,1.000,0.505,-0.970
328,108.93,4739,1.000,7.274,-0.565
329,103.07,2898,1.000,4.448,-0.734
330,89.65,14583,1.000,22.385,0.339
331,76.28,2838,1.000,4.356,-0.739
332,50.88,30258,1.000,46.446,1.777
333,25.46,2861,1.000,4.392,-0.737
334,6.06,22414,1.000,34.405,1.057
335,-13.68,3315,1.000,5.089,-0.696
336,-22.22,7809,1.000,11.987,-0.283
337,-30.23,2625,1.000,4.029,-0.759
338,-47.08,19333,1.000,29.676,0.775
339,-66.94,6543,1.000,10.043,-0.399
340,-76.14,5437,1.000,8.346,-0.501
341,-81.50,1552,1.000,2.382,-0.858
342,-100.92,23752,1.000,36.459,1.180
343,-121.87,3550,1.000,5.449,-0.674
344,-143.64,24809,1.000,38.082,1.277
345,-164.41,2255,1.000,3.461,-0.793
346,-185.06,24646,1.000,37.831,1.262
347,-204.91,1217,1.000,1.868,-0.888
348,-235.33,38416,1.000,58.968,2.526
349,-266.73,2500,1.000,3.837,-0.771
350,-276.03,9623,1.000,14.771,-0.117
