code,t_ps,n,concentration,bin_width_ps,dnl_lsb
223,2497.73,3714,1.000,6.146,-0.633
224,2483.42,13582,1.000,22.474,0.341
225,2469.41,3356,1.000,5.553,-0.669
226,2451.83,17891,1.000,29.604,0.767
227,2435.19,2224,1.000,3.680,-0.780
228,2415.51,21554,1.000,35.665,1.128
229,2393.73,4779,1.000,7.908,-0.528
230,2376.90,15565,1.000,25.755,0.537
231,2359.88,5000,1.000,8.274,-0.506
232,2339.99,19039,1.000,31.504,0.880
233,2322.88,1638,1.000,2.710,-0.838
234,2304.70,20342,1.000,33.660,1.009
235,2286.34,1846,1.000,3.055,-0.818
236,2279.08,6935,1.000,11.475,-0.315
237,2272.80,647,1.000,1.071,-0.936
238,2255.96,19710,1.000,32.614,0.946
239,2234.32,6454,1.000,10.679,-0.363
240,2218.51,12648,1.000,20.929,0.249
241,2205.19,3459,1.000,5.724,-0.658
242,2188.24,17025,1.000,28.171,0.681
243,2172.44,2064,1.000,3.415,-0.796
244,2147.60,27962,1.000,46.269,1.761
245,2122.46,2427,1.000,4.016,-0.760
246,2104.93,18760,1.000,31.042,0.852
247,2086.15,3940,1.000,6.520,-0.611
248,2077.62,6375,1.000,10.549,-0.371
249,2069.92,2930,1.000,4.848,-0.711
250,2050.83,20145,1.000,33.334,0.989
251,2030.92,3910,1.000,6.470,-0.614
252,2002.69,30214,1.000,49.995,1.983
253,1973.92,4557,1.000,7.540,-0.550
254,1955.16,18121,1.000,29.985,0.789
255,1937.94,2699,1.000,4.466,-0.734
256,1930.04,6841,1.000,11.320,-0.325
257,1916.53,9498,1.000,15.716,-0.062
258,1900.03,10441,1.000,17.277,0.031
259,1885.98,6544,1.000,10.828,-0.354
260,1872.90,9257,1.000,15.318,-0.086
261,1860.48,5753,1.000,9.519,-0.432
262,1847.28,10210,1.000,16.894,0.008
263,1835.57,3936,1.000,6.513,-0.611
264,1807.37,30153,1.000,49.894,1.977
265,1782.13,352,1.000,0.582,-0.965
266,1764.79,20610,1.000,34.103,1.035
267,1746.79,1146,1.000,1.896,-0.887
268,1734.76,13397,1.000,22.168,0.323
269,1723.17,606,1.000,1.003,-0.940
270,1705.90,20266,1.000,33.534,1.001
271,1685.02,4972,1.000,8.227,-0.509
272,1673.21,9308,1.000,15.402,-0.081
273,1665.08,520,1.000,0.860,-0.949
274,1664.65,0,1.000,0.000,-1.000
275,1664.43,263,1.000,0.435,-0.974
276,1663.70,620,1.000,1.026,-0.939
277,1661.33,2246,1.000,3.716,-0.778
278,1659.47,0,1.000,0.000,-1.000
279,1659.47,1,1.000,0.002,-1.000
280,1643.88,18844,1.000,31.181,0.861
281,1625.48,3392,1.000,5.613,-0.665
282,1604.02,22542,1.000,37.300,1.226
283,1585.16,256,1.000,0.424,-0.975
284,1559.70,30520,1.000,50.501,2.013
285,1531.53,3526,1.000,5.834,-0.652
286,1514.47,17094,1.000,28.285,0.688
287,1498.47,2250,1.000,3.723,-0.778
288,1495.39,1468,1.000,2.429,-0.855
289,1490.66,4255,1.000,7.041,-0.580
290,1473.83,16082,1.000,26.611,0.588
291,1458.02,3025,1.000,5.005,-0.701
292,1419.85,43107,1.000,71.329,3.256
293,1378.66,6678,1.000,11.050,-0.341
294,1367.63,6659,1.000,11.019,-0.343
295,1361.49,760,1.000,1.258,-0.925
296,1353.58,8802,1.000,14.565,-0.131
297,1346.30,0,1.000,0.000,-1.000
298,1337.77,10307,1.000,17.055,0.018
299,1325.44,4601,1.000,7.613,-0.546
300,1308.73,15596,1.000,25.807,0.540
301,1295.54,348,1.000,0.576,-0.966
302,1278.17,20647,1.000,34.165,1.039
303,1257.08,4839,1.000,8.007,-0.522
304,1240.34,15398,1.000,25.479,0.520
305,1226.03,1893,1.000,3.132,-0.813
306,1206.42,21809,1.000,36.087,1.153
307,1187.37,1217,1.000,2.014,-0.880
308,1170.72,18913,1.000,31.295,0.867
309,1152.99,2513,1.000,4.158,-0.752
310,1136.68,17200,1.000,28.461,0.698
311,1118.37,4929,1.000,8.156,-0.513
312,1106.18,9810,1.000,16.233,-0.031
313,1090.85,8721,1.000,14.431,-0.139
314,1068.24,18601,1.000,30.779,0.837
315,1051.23,1960,1.000,3.243,-0.806
316,1044.52,6150,1.000,10.176,-0.393
317,1037.80,1973,1.000,3.265,-0.805
318,1020.41,19040,1.000,31.506,0.880
319,1001.69,3585,1.000,5.932,-0.646
320,977.73,25383,1.000,42.001,1.506
321,950.62,7376,1.000,12.205,-0.272
322,930.82,16561,1.000,27.404,0.635
323,915.09,2458,1.000,4.067,-0.757
324,895.68,21000,1.000,34.749,1.074
325,875.77,3062,1.000,5.067,-0.698
326,858.04,18363,1.000,30.385,0.813
327,840.69,2613,1.000,4.324,-0.742
328,810.31,34109,1.000,56.440,2.368
329,781.83,305,1.000,0.505,-0.970
330,764.52,20624,1.000,34.127,1.036
331,745.29,2613,1.000,4.324,-0.742
332,721.94,25618,1.000,42.390,1.529
333,698.55,2646,1.000,4.378,-0.739
334,679.22,20717,1.000,34.280,1.046
335,659.45,3180,1.000,5.262,-0.686
336,650.47,7679,1.000,12.706,-0.242
337,641.99,2572,1.000,4.256,-0.746
338,631.26,10390,1.000,17.192,0.026
339,621.46,1464,1.000,2.422,-0.855
340,615.08,6237,1.000,10.320,-0.384
341,604.80,6192,1.000,10.246,-0.389
342,591.61,9757,1.000,16.145,-0.037
343,580.74,3372,1.000,5.580,-0.667
344,558.93,22998,1.000,38.055,1.271
345,538.06,2220,1.000,3.673,-0.781
346,517.33,22843,1.000,37.798,1.255
347,497.40,1245,1.000,2.060,-0.877
348,467.23,35212,1.000,58.265,2.477
349,436.12,2398,1.000,3.968,-0.763
350,426.74,8934,1.000,14.783,-0.118
351,411.55,9431,1.000,15.605,-0.069
