code,t_ps,n,concentration,bin_width_ps,dnl_lsb
199,3477.99,185,1.000,0.68,-0.960
200,3465.24,6293,1.000,23.10,0.372
201,3448.91,252,1.000,0.93,-0.945
202,3436.13,9061,1.000,33.27,0.976
203,3412.10,1448,1.000,5.32,-0.684
204,3390.52,13026,1.000,47.82,1.841
205,3361.22,35,1.000,0.13,-0.992
206,3349.26,8527,1.000,31.31,0.860
207,3330.41,2188,1.000,8.03,-0.523
208,3319.98,4108,1.000,15.08,-0.104
209,3305.21,590,1.000,2.17,-0.871
210,3293.34,8864,1.000,32.54,0.933
211,3274.61,148,1.000,0.54,-0.968
212,3260.52,8123,1.000,29.82,0.771
213,3250.00,1024,1.000,3.76,-0.777
214,3229.65,6396,1.000,23.48,0.395
215,3212.74,4090,1.000,15.02,-0.108
216,3179.58,13231,1.000,48.57,1.885
217,3150.57,2248,1.000,8.25,-0.510
218,3128.53,10147,1.000,37.25,1.213
219,3105.26,2579,1.000,9.47,-0.438
220,3082.46,10174,1.000,37.35,1.219
221,3064.34,209,1.000,0.77,-0.954
222,3054.71,2346,1.000,8.61,-0.488
223,3052.84,2090,1.000,7.67,-0.544
224,3036.68,5140,1.000,18.88,0.121
225,3027.09,203,1.000,0.75,-0.956
226,3023.37,285,1.000,1.05,-0.938
227,3015.25,5191,1.000,19.06,0.132
228,2970.62,19501,1.000,71.59,3.253
229,2930.52,156,1.000,0.57,-0.966
230,2918.89,8375,1.000,30.75,0.826
231,2903.20,675,1.000,2.48,-0.853
232,2897.82,342,1.000,1.26,-0.925
233,2895.32,29,1.000,0.11,-0.994
234,2883.76,8989,1.000,33.00,0.960
235,2875.00,103,1.000,0.38,-0.978
236,2862.49,127,1.000,0.47,-0.972
237,2857.14,418,1.000,1.53,-0.909
238,2844.70,10389,1.000,38.14,1.266
239,2822.37,359,1.000,1.32,-0.922
240,2809.17,8774,1.000,32.21,0.913
241,2786.17,1139,1.000,4.18,-0.752
242,2768.44,10811,1.000,39.69,1.358
243,2749.64,982,1.000,3.61,-0.786
244,2730.35,7619,1.000,27.97,0.662
245,2711.14,3823,1.000,14.04,-0.166
246,2687.45,8691,1.000,31.91,0.895
247,2670.25,747,1.000,2.74,-0.837
248,2636.91,16979,1.000,62.33,2.703
249,2604.49,1035,1.000,3.80,-0.774
250,2584.57,9884,1.000,36.29,1.155
251,2570.78,166,1.000,0.61,-0.964
252,2568.57,632,1.000,2.32,-0.862
253,2562.32,353,1.000,1.30,-0.923
254,2546.68,7731,1.000,28.38,0.686
255,2534.99,664,1.000,2.44,-0.855
256,2520.28,6155,1.000,22.60,0.342
257,2500.99,3221,1.000,11.83,-0.298
258,2497.79,1691,1.000,6.21,-0.631
259,2481.80,2851,1.000,10.47,-0.378
260,2460.85,10496,1.000,38.53,1.289
261,2437.42,2106,1.000,7.73,-0.541
262,2419.23,7813,1.000,28.68,0.704
263,2404.26,1101,1.000,4.04,-0.760
264,2384.63,9017,1.000,33.10,0.966
265,2364.04,1191,1.000,4.37,-0.740
266,2344.31,10179,1.000,37.37,1.220
267,2322.64,868,1.000,3.19,-0.811
268,2316.31,3932,1.000,14.44,-0.143
269,2303.88,1255,1.000,4.61,-0.726
270,2292.87,6168,1.000,22.64,0.345
271,2275.38,2809,1.000,10.31,-0.387
272,2257.55,7698,1.000,28.26,0.679
273,2249.72,64,1.000,0.23,-0.986
274,2229.95,5949,1.000,21.84,0.297
275,2215.98,2719,1.000,10.00,-0.406
276,2200.28,6082,1.000,28.07,0.668
284,2178.57,1,1.000,0.03,-0.998
285,2172.13,241,1.000,5.29,-0.686
286,2152.46,8573,1.000,38.82,1.306
287,2131.78,4129,1.000,15.16,-0.100
288,2098.34,13558,1.000,49.78,1.957
289,2071.97,1056,1.000,3.88,-0.770
290,2054.32,8296,1.000,30.46,0.809
291,2035.89,817,1.000,3.00,-0.822
292,2022.83,7269,1.000,26.69,0.585
293,2003.95,2567,1.000,9.42,-0.440
294,1988.95,5819,1.000,21.13,0.255
295,1974.46,2235,1.000,7.95,-0.528
296,1957.57,7724,1.000,27.00,0.604
297,1945.23,402,1.000,1.40,-0.917
298,1924.35,10348,1.000,36.09,1.144
299,1906.31,993,1.000,3.46,-0.794
300,1885.36,10501,1.000,36.62,1.176
301,1875.00,41,1.000,0.14,-0.992
302,1851.27,7492,1.000,26.13,0.552
303,1839.98,828,1.000,2.89,-0.828
304,1823.07,8241,1.000,28.74,0.707
305,1803.63,2760,1.000,9.63,-0.428
306,1782.06,9342,1.000,32.58,0.935
307,1767.01,211,1.000,0.74,-0.956
308,1756.11,5429,1.000,18.93,0.125
309,1745.52,1784,1.000,6.22,-0.630
310,1718.04,12426,1.000,43.34,1.574
311,1697.54,289,1.000,1.01,-0.940
312,1671.06,14210,1.000,49.56,1.944
313,1637.85,3645,1.000,12.71,-0.245
314,1628.99,4989,1.000,17.40,0.034
315,1607.62,1339,1.000,4.67,-0.723
316,1603.30,4203,1.000,14.66,-0.129
317,1594.56,942,1.000,3.29,-0.805
318,1578.32,9264,1.000,32.31,0.919
319,1556.60,283,1.000,0.99,-0.941
320,1543.09,9784,1.000,34.12,1.027
321,1519.05,3169,1.000,11.05,-0.343
322,1504.83,6913,1.000,24.11,0.432
323,1487.39,17,1.000,0.06,-0.996
324,1469.85,11551,1.000,40.29,1.393
